sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961051B5,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-05-23T11:54:56.749+0200,21.0630157,42.69071351,28.23
2017-05-23T11:54:57.907+0200,21.06301235,42.69071299,28.97
2017-05-23T11:54:59.081+0200,21.06300902,42.69071388,28.82
2017-05-23T11:55:00.229+0200,21.06300959,42.69071457,29.58
2017-05-23T11:55:01.405+0200,21.06300534,42.69071573,28.23
2017-05-23T11:55:02.560+0200,21.06300151,42.69072103,26.81
2017-05-23T11:55:03.746+0200,21.06298784,42.69073359,26.13
2017-05-23T11:55:04.934+0200,21.06298593,42.69073815,26.95
2017-05-23T11:55:06.075+0200,21.06297988,42.6907431,25.6
2017-05-23T11:55:07.231+0200,21.06297821,42.69075005,25.74
2017-05-23T11:55:08.412+0200,21.06296963,42.69075535,23.96
2017-05-23T11:55:09.572+0200,21.0629628,42.69076072,24.21
2017-05-23T11:55:10.747+0200,21.06295595,42.69076775,24.33
2017-05-23T11:55:11.892+0200,21.06295573,42.69076873,24.58
2017-05-23T11:55:13.117+0200,21.06295648,42.69077084,25.34
2017-05-23T11:55:14.219+0200,21.06295694,42.69077155,25.09
2017-05-23T11:55:15.454+0200,21.06295948,42.69076981,25.21
2017-05-23T11:55:16.612+0200,21.06296113,42.6907694,25.09
2017-05-23T11:55:17.764+0200,21.06295644,42.69077172,24.33
2017-05-23T11:55:18.911+0200,21.06295617,42.69077543,24.58
2017-05-23T11:55:20.087+0200,21.06295387,42.69078068,26.0
2017-05-23T11:55:21.270+0200,21.06295174,42.69078696,24.21
2017-05-23T11:55:22.409+0200,21.06295018,42.69078931,26.0
2017-05-23T11:55:23.573+0200,21.06295031,42.69079476,24.83
2017-05-23T11:55:24.750+0200,21.06294448,42.69079578,25.34
2017-05-23T11:55:25.900+0200,21.06294374,42.69079692,24.71
2017-05-23T11:55:27.120+0200,21.06294383,42.69079754,26.4
2017-05-23T11:55:28.232+0200,21.06294509,42.69079915,26.4
2017-05-23T11:55:29.381+0200,21.06294561,42.69079917,26.13
2017-05-23T11:55:30.588+0200,21.06294359,42.69079923,27.8
2017-05-23T11:55:31.752+0200,21.06294209,42.69080014,27.23
2017-05-23T11:55:32.968+0200,21.06294083,42.69080016,25.34
2017-05-23T11:55:34.057+0200,21.0629403,42.6908003,25.09
2017-05-23T11:55:35.224+0200,21.0629393,42.69080035,23.72
2017-05-23T11:55:36.399+0200,21.06293918,42.69080046,24.46
2017-05-23T11:55:37.549+0200,21.06293512,42.6908006,24.33
2017-05-23T11:55:38.817+0200,21.06293267,42.6908115,23.72
2017-05-23T11:55:39.884+0200,21.062929,42.6908162,22.1
2017-05-23T11:55:41.084+0200,21.06292447,42.6908215,23.01
2017-05-23T11:55:42.214+0200,21.0629228,42.69082745,22.78
2017-05-23T11:55:43.421+0200,21.06291851,42.69083321,23.48
2017-05-23T11:55:44.592+0200,21.06291303,42.69083636,22.55
2017-05-23T11:55:45.756+0200,21.06290334,42.69084686,23.01
2017-05-23T11:55:46.898+0200,21.06290738,42.69084529,22.78
2017-05-23T11:55:48.079+0200,21.06290861,42.69084555,23.72
2017-05-23T11:55:49.242+0200,21.0629083,42.69084633,24.33
2017-05-23T11:55:50.518+0200,21.06290711,42.69085072,23.01
2017-05-23T11:55:51.569+0200,21.06290272,42.69085834,22.33
2017-05-23T11:55:52.756+0200,21.06288637,42.69086988,22.1
2017-05-23T11:55:53.900+0200,21.06287947,42.69087865,21.03
2017-05-23T11:55:55.072+0200,21.06287403,42.69088606,20.71
2017-05-23T11:55:56.198+0200,21.062867,42.69089267,20.71
2017-05-23T11:55:57.444+0200,21.06286276,42.69090166,20.1
2017-05-23T11:55:58.552+0200,21.06285411,42.69090787,19.32
2017-05-23T11:55:59.734+0200,21.06285772,42.69093321,19.81
2017-05-23T11:56:00.896+0200,21.06283946,42.69094267,19.81
